746,163,28.776
746,558,28.776
755,162,28.776
815,680,28.776
750,260,28.776
750,299,28.776
750,309,28.776
750,313,28.776
750,563,28.776
750,680,28.776
750,704,28.776
822,680,28.776
788,679,28.776
756,453,28.776
778,563,28.776
779,563,28.776
734,725,28.776
757,453,28.776
780,260,28.776
789,725,28.776
772,309,28.776
758,563,28.776
766,313,28.776
781,309,28.776
790,563,28.776
869,313,28.776
785,226,28.776
762,57,28.776
762,725,28.776
923,57,28.776
793,725,28.776
791,57,28.776
791,172,28.776
791,226,28.776
791,299,28.776
791,347,28.776
791,376,28.776
741,163,28.776
741,721,28.776
736,163,28.776
736,729,28.776
786,57,28.776
786,260,28.776
786,299,28.776
786,309,28.776
786,313,28.776
786,563,28.776
786,680,28.776
748,57,28.776
748,260,28.776
748,299,28.776
748,309,28.776
748,313,28.776
748,563,28.776
748,680,28.776
